Date,Open,High,Low,Close,Volume,Adj Close
22/12/2000,17.5675,17.5675,17.21242,17.28716,18807800,4.27722
27/12/2000,17.42826,17.80111,17.37126,17.77308,5221700,4.39744
28/12/2000,17.84783,17.988,17.84783,17.84783,5435100,4.41594
29/12/2000,17.84783,18.11882,17.71327,17.71327,7554000,4.38265
1/01/2001,17.71327,17.71327,17.71327,17.71327,0,4.38265
2/01/2001,17.94688,18.04407,17.84783,17.94688,4691100,4.44044
3/01/2001,17.78897,17.988,17.75439,17.78242,6237100,4.39975
4/01/2001,18.02631,18.34309,17.87587,18.32439,7247800,4.53385
5/01/2001,18.31506,18.4739,18.26832,18.40383,7065000,4.5535
8/01/2001,18.2216,18.59538,18.2216,18.52064,4517000,4.58241
9/01/2001,18.3898,18.50195,18.08143,18.10948,9062600,4.48068
10/01/2001,18.08143,18.08143,17.80111,17.96931,5071900,4.44599
11/01/2001,17.84783,18.11882,17.75439,17.82914,5893600,4.41131
12/01/2001,17.84783,18.03472,17.84783,17.99733,3891300,4.45293
15/01/2001,18.03472,18.12817,17.67029,17.82914,4413100,4.41131
16/01/2001,17.6516,17.71701,17.53012,17.70768,6122300,4.38126
17/01/2001,17.66656,17.67029,17.26847,17.3339,10070100,4.28878
18/01/2001,17.38061,17.55815,17.38061,17.44414,10049000,4.31606
19/01/2001,17.52731,17.68898,17.52079,17.54881,8045100,4.34195
22/01/2001,17.74411,17.74411,17.34323,17.42733,8493600,4.3119
23/01/2001,17.36378,17.38061,16.95076,17.11056,12717100,4.23352
24/01/2001,17.27035,17.5675,17.19373,17.53012,10339300,4.33733
25/01/2001,17.5731,17.61422,17.15634,17.20306,7043300,4.25641
29/01/2001,17.33109,17.42733,17.25913,17.28063,15951900,4.2756
30/01/2001,17.31426,17.31521,17.19373,17.19373,10954800,4.2541
31/01/2001,17.3339,17.68898,17.27783,17.61329,15184200,4.35791
1/02/2001,17.66094,18.03938,17.64225,18.03938,10838300,4.46333
2/02/2001,17.89454,18.01602,17.80111,17.89454,12306500,4.4275
5/02/2001,17.80111,17.95062,17.7357,17.93193,9432500,4.43674
6/02/2001,18.08143,18.10948,18.01602,18.07677,9497000,4.47258
7/02/2001,18.0665,18.08143,17.80111,17.80578,13016400,4.40553
8/02/2001,17.82914,17.988,17.7273,17.7273,11170300,4.38612
9/02/2001,17.7357,17.7357,17.39931,17.47405,9657300,4.32346
12/02/2001,17.42733,17.60489,17.35257,17.53012,4109900,4.33733
13/02/2001,17.76654,17.82914,17.51143,17.5675,7273300,4.34658
14/02/2001,17.70487,18.09079,17.66094,18.09079,8629100,4.47605
15/02/2001,18.16553,18.31506,17.97866,18.09079,8834300,4.47605
16/02/2001,18.2216,18.37111,18.2216,18.36178,11573800,4.5431
19/02/2001,18.36178,18.49259,18.19358,18.36178,8128500,4.5431
20/02/2001,18.36178,18.57669,18.32439,18.42719,7287800,4.55928
21/02/2001,18.31506,18.52997,18.3057,18.3758,6363500,4.54657
22/02/2001,18.19265,18.4739,18.19265,18.46923,5750300,4.56969
23/02/2001,18.50195,18.8944,18.48326,18.73556,16470200,4.63558
26/02/2001,18.73556,19.23081,18.73556,19.12802,12534000,4.73269
27/02/2001,19.25884,19.74474,19.25884,19.70269,17486100,4.87487
28/02/2001,19.62326,19.67,19.29622,19.67,20352400,4.86678
1/03/2001,19.43637,19.57655,19.34294,19.52983,11138300,4.8321
2/03/2001,19.40742,19.40835,19.06262,19.20277,7969700,4.75118
5/03/2001,19.1626,19.90361,19.14671,19.87277,8450000,4.91695
6/03/2001,19.90361,20.14657,19.79146,20.0718,8633900,4.9662
7/03/2001,19.81015,19.81015,19.60459,19.78493,15566800,4.89522
8/03/2001,19.71672,19.95032,19.52983,19.62233,13782800,4.85499
9/03/2001,19.56721,19.56721,19.31491,19.38966,6663200,4.79742
12/03/2001,19.171,19.57655,19.171,19.46442,6605100,4.81592
13/03/2001,19.24948,19.61393,19.24948,19.41023,13138000,4.80251
14/03/2001,19.29622,19.38032,19.10933,19.15605,14821500,4.73962
15/03/2001,18.70191,19.20277,18.70191,19.03457,11971500,4.70956
16/03/2001,19.06262,19.62326,18.92244,19.5859,8893500,4.84597
19/03/2001,20.55771,20.60442,19.87558,19.99704,32696700,4.9477
20/03/2001,19.43637,19.52047,18.93178,18.97664,37593700,4.69523
21/03/2001,18.68884,19.02523,18.52997,18.8832,28634100,4.67211
22/03/2001,18.87573,19.29622,18.87573,19.29622,16611800,4.7743
23/03/2001,18.45521,18.95047,18.45521,18.78227,14559800,4.64714
26/03/2001,18.92151,18.9785,18.49259,18.69817,12038700,4.62633
27/03/2001,18.58979,18.73556,18.558,18.63836,8608500,4.61153
28/03/2001,18.6421,18.67948,18.51128,18.61407,8103200,4.60552
29/03/2001,18.42812,18.45521,18.36178,18.45521,14690400,4.56622
30/03/2001,18.34123,18.37111,18.29637,18.31506,34028200,4.53154
2/04/2001,18.41785,18.73556,18.3898,18.59538,8033500,4.6009
3/04/2001,18.68884,18.74489,18.59538,18.65146,9572700,4.61477
4/04/2001,18.54867,18.66079,18.42719,18.50195,13215400,4.57778
5/04/2001,18.55521,19.02523,18.55521,18.90375,17569500,4.6772
6/04/2001,19.10933,19.15605,18.81965,18.85704,11590700,4.66564
9/04/2001,18.76639,18.78227,18.57669,18.58605,8309500,4.59859
10/04/2001,18.73089,19.09064,18.70751,19.00654,10563000,4.70263
11/04/2001,19.34294,19.67,19.34294,19.66064,17964300,4.86447
12/04/2001,19.76343,20.0905,19.76343,19.9223,17048800,4.92921
13/04/2001,19.9223,19.9223,19.9223,19.9223,0,4.92921
16/04/2001,19.9223,19.9223,19.9223,19.9223,0,4.92921
17/04/2001,19.95032,19.95032,19.67,19.69803,10378100,4.87372
18/04/2001,19.81015,20.03442,19.71672,19.97182,13541700,4.94146
19/04/2001,20.18393,20.38951,20.09983,20.31477,15663900,5.02631
20/04/2001,20.38017,21.05305,20.38017,20.88473,32479400,5.16733
23/04/2001,20.74449,20.9314,20.42689,20.71103,21433700,5.12436
24/04/2001,20.51099,20.7352,20.42689,20.7352,14635900,5.13034
25/04/2001,20.7352,20.7352,20.7352,20.7352,0,5.13034
26/04/2001,20.3241,20.46427,20.3241,20.37082,21371400,5.04018
27/04/2001,19.38966,19.60459,19.20277,19.40928,72507300,4.80227
30/04/2001,19.62326,20.10918,19.62326,20.10918,21819200,4.97545
1/05/2001,20.0905,20.33344,20.0905,20.3241,19317900,5.02862
2/05/2001,20.42408,20.45492,20.18393,20.25869,28320000,5.01244
3/05/2001,20.23067,20.29607,20.0718,20.0718,19312400,4.9662
4/05/2001,19.90361,20.22131,19.76343,20.08676,21388100,4.9699
7/05/2001,20.13721,20.4082,20.13721,20.22131,6466500,5.00319
8/05/2001,20.18393,20.27738,20.13721,20.16712,6242500,4.98978
9/05/2001,20.06433,20.29607,20.03442,20.25869,14486400,5.01244
10/05/2001,20.16712,20.37082,20.0718,20.29607,14660900,5.02169
11/05/2001,20.3241,20.58575,20.3241,20.52968,17178900,5.07949
14/05/2001,20.53902,20.64181,20.27457,20.27457,13792400,5.01637
15/05/2001,20.27738,20.37082,19.87558,20.04378,15563000,4.95926
16/05/2001,20.18393,20.27738,20.09983,20.24,13893000,5.00781
17/05/2001,20.65116,21.11831,20.60442,21.02496,30243200,5.20203
18/05/2001,21.31452,21.49213,21.16499,21.3519,20378400,5.28292
21/05/2001,21.49213,21.98739,21.25854,21.86595,26759700,5.41011
22/05/2001,21.66686,22.01548,21.46404,21.93514,31230800,5.42723
23/05/2001,21.86595,22.00618,21.63237,21.83786,13016800,5.40316
24/05/2001,21.64166,21.83786,21.53881,21.59498,17463700,5.34306
25/05/2001,21.5576,21.66975,21.25854,21.28663,32222500,5.26677
28/05/2001,21.13711,21.5669,21.01567,21.51092,6480800,5.32227
29/05/2001,21.49213,21.52951,21.19308,21.25854,7247700,5.25982
30/05/2001,21.16499,21.25854,21.06234,21.18378,17187800,5.24132
31/05/2001,20.92397,21.02496,20.83805,21.02496,13311600,5.20203
1/06/2001,20.90166,21.12781,20.84734,20.91178,12460800,5.17403
4/06/2001,20.74449,21.04355,20.74449,20.84652,28754800,5.35429
5/06/2001,20.925,21.04355,20.69782,20.78208,26084100,5.33774
6/06/2001,21.07164,21.21187,20.9502,21.02496,15265300,5.40012
7/06/2001,21.07164,21.07164,20.87543,20.95949,10621300,5.38331
8/06/2001,20.95949,21.11831,20.95949,21.04355,7600700,5.4049
11/06/2001,21.04355,21.04355,21.04355,21.04355,0,5.4049
12/06/2001,20.88473,20.99687,20.38951,20.41756,17421800,5.24411
13/06/2001,19.99051,20.04378,19.68869,19.73541,14432000,5.06891
14/06/2001,19.81015,20.27738,19.7541,20.22131,17905800,5.19371
15/06/2001,19.99704,20.29327,19.94099,20.29327,11508800,5.21219
18/06/2001,20.14843,20.35213,20.0718,20.0718,6604900,5.15531
19/06/2001,20.09704,20.44558,20.09704,20.21476,9939400,5.19203
20/06/2001,20.27738,20.58575,20.26803,20.43623,9797000,5.24891
21/06/2001,20.18393,20.25869,19.8382,19.89425,17197400,5.10971
22/06/2001,19.71672,19.99704,19.68869,19.93163,8786300,5.11931
25/06/2001,19.71672,19.85689,19.71672,19.76062,10804400,5.07539
26/06/2001,19.67,19.87558,19.67,19.83072,8963000,5.09339
27/06/2001,19.5859,19.68869,19.53916,19.57281,14822300,5.02715
28/06/2001,19.87558,20.04378,19.81015,20.01573,15860300,5.14091
29/06/2001,9.81164,9.83032,9.57802,9.70885,21632100,5.15014
2/07/2001,9.71819,9.88639,9.70885,9.79295,8641800,5.19476
3/07/2001,9.98918,10.12,9.92377,10.0266,12336300,5.3187
