Date,MSFT,KO,XOM,IBM,CVX,AAPL,UTX,PG,CAT,WBA,BA,PFE,JNJ,MMM,MRK,DIS,MCD,JPM,WMT,NKE,AXP,INTC,TRV,VZ,HD,C,CSCO,GS,V,UNH
20150904,340793970.41,167562154.08,302118274.54,140758461,144176248.26,623136432.94,80759426.64,186555918.96,44052472.3,95290831.3,88171264.40505,193469706.76,252847068.86,87364340.8,145310199.65,170423022.26,89330678.5,227431120.5,205760875.61,74361702.94,74175044.64,135584080,30423498.56,182224270.62,146927065.26,152268058.55,129164197.36,78081270.98,134957924.92,107142338.68
20150908,351031386.09,169215155.6,306454501.5,144216201.9,144495929.52,640472707.82,82665306.36,189865957.08,44775631.9,98189991.9,90930027.69495,200623830.44,260129817.64,89607169.10255,148408498.15,175554110.58,91148371.8,233569911.72,213780042.62,75758230.5,75586853.67,140243000,31011677.9,186533903.08,149508112.29,155458494.25,133112005.9,80462061.48,137631325.11,110699128.67
20150909,344473041.67,166605153.2,300200328,142080826.5,140885411.76,628154828.3,81801426.3,185796238.08,43968103.68,96936595.4,90135004.95505,197108442.08,255366955.32,88001580.7,146267855.55,172009608.78,89876928.3,229945806.06,209722150.88,74476950.36,75216378.96,139006960,30647566.88,184541714.49,146349218.91,153140913.6,131289940.42,80375482.95129,135816535.2,109736030.04
20150910,346232597.49,167127153.68,302368441.48,143207286,142276965.48,641955415.54,81400657.2,185362134.72,43642681.86,97416155.8,90746557.25,201178891.76,256751508.32,87951601.1,148492997.2,173174230.8,89707402.5,231720878.22,206501601.88,74829471.88,75406622.73,139149580,30837402.54,184826312.86,147016952.47,153712784.15,132909554.18,80475047.61,137045909.01,111347551.51
20150911,347752213.88,165865652.52,303077247.81,144353336.1,142521427.62,651307879.62,82228913.34,185633449.32,43769234.79,98527864,91507591.65,203337463.56,257333020.58,88251472.45255,146718517.15,176347403.84,91741712.1,231351071.52,208208492.85,75805685.32,75596866.5,140100380,30961884.94,185924049.43,148236850.32,153803079.5,131694843.86,80198010.17,138080144.12,113187928.1
20150914,344233102.24,165735152.4,302243358.01,142668534.7047,142483818.06,657580873.82,81783614.34,184656716.76,43853603.41,98277184.7,91344506.05505,201733953.08,258412971.92,87970343.45,147422675.9,175233417.56,91327315.7,230685419.46,207016889.72,75853140.14,75236404.62,139720060,30896531.68,185598794.15,147325137.19,153441898.1,130075230.1,79622291.74,136616603.87,112329721.4
20150915,351751204.38,167475154,303786054.14,144510060.9,145116487.26,663112514.16,82540622.64,188427989.7,44944369.14,99094617.2,92615168.5,204570933.16,261403606.4,89713388.24745,150830804.25,174575152.94,92476323.9,235123099.86,207145711.68,77175095.84,76598149.5,141336420,31388237.16,188526091.67,149187086.54,156511940,131492392.14,81141668.95,137592297.37,114456166.89
20150916,354310558.3,170302656.6,309790060.7,145372047.3,148595371.56,663853868.02,83662776.12,190191534.6,45583160.12,99083718.1,93226714,204632606.64,261985118.66,90088229,151732127.45,175469717.68,92947228.9,237194017.38,208337314.81,78354687.08,77419201.56,141526580,31715003.46,187794267.29,151293015.46,158287748.55,131947908.51,81656785.44,138528963.13,115524157.45
20150917,353910659.25,171303157.52,310457172.54,145107574.2,149328757.98,649654090.24,83101699.38,190571375.04,44630999.98,97743128.8,93396587.75,206482811.04,262622013.04,89307297.75,151985624.6,175874803.6,92146690.4,231683897.55,207628794.03,78144530.02,77158867.98,141241340,31637201.96,183891203.93,151408584.73,155458494.25,130986262.84,80708797.95,138470421.52,117536175.38
20150918,347752213.88,169563155.92,303035553.32,141551870.5047,146188359.72,646973810.9,81106759.86,189757431.24,43305207.38,94266315.9,92472474.55,202597381.8,258606809.34,87226896.9,146831182.55,173579316.72,91402660.5,225360202.98,203989573.66,77995386.3,76047443.85,137961080,31014789.96,181207847.87,147825937.36,151365105.05,129265423.22,78323678.74,136187298.73,116782860.61
20150921,352790941.91,170476656.76,305995862.11,143481554.4,146846527.02,657010601.62,81534246.9,191683764.9,43485997.28,96184557.5,92424909.9,199945422.16,257886841.78,87489283.55255,143592052.3,174541395.78,92203199,227246217.15,205213382.28,79019054.56,76838457.42,138626640,31282427.12,182142956.8,149700727.74,152629239.95,129265423.22,79366902.17871,138119171.86,118184598.22
20150922,351111365.9,168736655.16,303285720.26,141473508.1047,145266925.5,646688674.8,78550743.6,190435717.74,43196733.44,94506096.1,91045541.84495,198958646.48,258191443.44,86227304.9,142916059.9,172988566.42,91543932,225249260.97,204794710.91,78619078.22,75807135.93,136297180,30803169.88,180638651.13,148699127.4,151635991.1,127240906.02,77795576.12,137084936.75,117221499.59
20150923,350871426.47,168606155.04,301451162.7,140719279.8,143141985.36,651935179.04,77446402.08,190625637.96,42304836.6,95301730.4,89469106.65,201178891.76,257499166.94,86002396.7,143732884.05,171435737.06,91713457.8,224250782.88,205213382.28,78252998.18,75727033.29,136629960,30834290.48,178809090.18,149174245.51,150853431.4,127949487.04,77661386.11,138450907.65,117555246.64
20150924,351191345.71,170302656.6,303244025.77,141453927.3,144589953.42,655813030,77321718.36,193610098.56,39653251.4,93459782.5,88164476.25,201672279.6,256086922.88,85952417.1,142493564.65,169832271.96,91628694.9,222697594.74,205567642.67,77819125.54,74785827.27,135393920,30765825.16,179256316.19,149392543.02,147873684.85,128607455.13,76579208.61,137065422.88,115466943.67
20150925,351431285.14,172347158.48,305328750.27,142443252.6,146113140.6,654159240.62,77749205.4,197164319.82,39159092.34,92991121.2,89020633.15505,196676727.72,251988646,87189412.2,139705096,169292157.4,91911237.9,227320178.49,205406615.22,84740750,75196353.3,136271300,31092591.46,179784856.02,149906184.22,152147664.75,131720150.325,77843191.93,137943547.03,110966126.31
20150928,346232597.49,171955658.12,302701997.4,139602615.6,142483818.06,641214061.68,77330624.34,194722488.42,38441959.07,90059263.3,87063694.35,190077665.36,253013215.22,86452213.1,136381466.7,166237134.42,90376087.6,221810058.66,205020149.34,82801881.64,73434095.22,136034800,30834290.48,177833324.34,146516152.3,147572700.35,129872778.38,74895340.42,131133206.4,107466550.1
20150929,347432294.64,172521158.64,304244693.53,139553639.1,143386447.5,621938861.32,78354812.04,196106192.88,38755328.23,89438014.6,87484981.25,191311134.96,257637622.24,88432654.75,137029292.75,167806842.36,91807638.8,221292329.28,205406615.22,81127404.42,73193787.3,138305200,30955660.82,176979529.23,144988069.73,147482405,129771552.52,74393210.06,133728551.11,108915965.86
20150930,353460360,174522160.48,309998533.15,142002464.1,148332104.64,629010236.6,79254316.02,195183723.24,39388092.88,90478781.4,88979870.25,193716400.68,258496045.1,88570098.65,139113602.65,172499087.6,92796539.3,225471144.99,207873279.28,83364560.22,74225108.79,142562200,30974333.18,176898215.41,148301055.47,149318410.45,132858941.25,75215660.63129,135933618.42,110622843.63
20151001,356255460,173130159.2,308789392.94,140650712.7,147316646.52,624904276.76,78693239.28,195210854.7,38803538.87,92144636.22,88748841.95,196368360.32,257997606.02,87964096,139057269.95,173292380.86,93031991.8,227135275.14,206045892.34,83947576.58,73984800.87,141900000,30603998.04,174662085.36,150278574.09,150161167.05,130227068.89,76193953.42,136577576.13,111194981.43
20151002,363952551.9,175696661.56,316377790.12,141620447.4,153352980.9,629466454.36,79948982.46,196486033.32,39592988.1,94844845.34,90073857.2,204015871.84,260102126.58,89463484,141226078.9,173849374,93983219.9,224879454.27,208322111.16,84883114.46,74505468.03,144312300,31129936.18,174174202.44,151280174.43,150131068.6,130378907.68,76622491.38129,137904519.29,113311891.29
20151005,372418422.1,178393664.04,320255377.69,145989141.4047,158016566.34,631747543.16,82166571.48,198656550.12,41690150.94,95770320.24,91065919.9,206482811.04,262400484.56,91412694.64745,144296211.05,175284053.3,95282917.7,229354115.34,211175399.54,84245864.02,77399175.9,147623300,31699443.16,178890404,153065077.6,153983670.2,135895717.05,78219789.7,140948683.01,114093812.95
20151006,373376822.5,178176163.84,324758382.61,145734473.4,163582781.22,634769985.82,82424844.9,199144916.4,42678469.06,91567575.4,91480411.85,202227340.92,258689882.52,91081567.30255,140268423,175149024.66,95970439,229465057.35,210566270.56,83513703.94,77008675.53,150130200,31453590.42,179134345.46,152397344.04,153682685.7,137819008.39,78055303.04871,140655974.96,110660986.15
20151007,373776156,180612166.08,330220360.8,147017657.7,165707721.36,631747543.16,83279818.98,200013123.12,42413310.54,91937765.36,93104404.9,205311014.92,263009687.88,92174871.05255,143507553.25,174507638.62,95848003.7,229760902.71,212746311.12,82774764.6,77279021.94,152849950,31795917.02,178280550.35,153642923.95,154465245.4,139388009.22,78882082.33,142880556.14,111023340.09
20151008,378967491.5,182613167.92,333681003.47,149162828.4,169073776.98,624448059,84010109.34,201858062.4,43293154.72,91763558.32,94476978.00505,204077545.32,263286598.48,93386882.6,143704717.7,176566825.38,96959339.5,229760902.71,214413400.96,84679736.66,77279021.94,153819600,32082226.54,179825512.93,155453509.18,155458494.25,141260687.63,78379956.29871,144207499.3,110689593.04
20151009,376252023.7,182787168.08,330470527.74,149270576.7,168434414.46,625106111.72,84936331.26,202075114.08,42967732.9,92950343.78,94925451.5,205002647.52,264089639.22,93649269.25255,143507553.25,178170290.48,96780395.6,229021289.31,213804271.98,84700074.44,77429214.39,152022200,32035545.64,179540914.56,155800216.99,154645836.1,141260687.63,77566154.49,144363610.26,113731459.01
20151012,375373490,182700168,330637305.7,148046164.2,166873617.72,622206939.6,84989767.14,201668142.18,42485626.5,93864930.74,95591349.80505,204879300.56,265806484.94,93749234.7,142831560.85,179503698.3,97232464.4,228244695.24,214573698.06,85710184.18,77409188.73,152353300,32278286.32,180110111.3,156532155.7,154344851.6,141513752.28,78016340.33,146334511.13,116821003.13
20151013,374494956.3,181177666.6,330053582.84,146557278.6,166196645.64,623266252.49,83965579.44,201071250.06,42286757.61,92699921.16,95326346.75505,203399137.04,264311167.7,93155726.95,139338933.45,179908784.22,97364317.8,227616023.85,213932509.66,85289870.06,76698277.8,151549200,32150691.86,180354052.76,156159765.83,154134162.45,140957010.05,78336664.87,146354025,118232276.37
20151014,372817755.6,181308166.72,334223031.84,146939285.5047,168791705.28,614457229.51,82086417.66,201342564.66,42612179.43,91491359.82,91201818.9,203769177.92,261763590.18,92662184.64745,139536097.9,178457226.34,96836904.2,221847039.33,192452698.26,85310207.84,76267726.11,155144000,31982640.62,178849747.09,154439067.81,152659338.4,140805171.26,77704668.88129,144792915.4,116401435.41
20151015,375511790.13,182352167.68,339726704.52,147017657.7,170596964.16,623656525.66,82985921.64,201505353.42,42684495.39,95008164.44,93355818.05,210183219.84,269018647.9,93205706.55,142859727.2,182102999.62,97628024.6,228873366.63,190208538.86,87310082.76074,76838457.42,154907500,32664181.76,181614416.97,156416586.43,159431489.65,142475397.95,80063824.48871,147017496.58,114589665.71
20151016,379505746.63,182787168.08,343896153.52,147311516.7,171668836.62,619084754.24,82825614,203214635.4,41991467.44,95966303.16,93498518.79495,212218444.68,272036973.44,92899581.5,145000369.8,182693749.92,98720524.2,230870322.81,188797924.38,88449005.22,77309060.43,155915760,32956715.4,181736387.7,157610802.22,158588733.05,142981527.25,80159047.45129,148305412,114408488.74
20151019,380384417.06,182656667.96,337683674.51,146165466.6,169299434.34,622931732.63,81979545.9,203920053.36,41744387.91,96314717.24,94055697.9,212773506,271206241.64,92462260,144775039,184769815.26,98409726.9,230093728.74,188669686.7,90306529.23926,77098791,158511210,33087421.92,181736387.7,158073079.3,159100406.7,142981527.25,80401463.86871,150237285.13,115123660.99
20151020,381582604.01,183961669.16,337016562.67,137761099.2,169224215.22,634305407.87,85158980.76,201939456.78,42347020.91,96619579.56,94368265.6,209689832,270237054.54,93155726.95,141930237.65,185394322.72,97797550.4,231203148.84,188349092.5,89737064.62,77048726.85,157803360,33905893.7,183931860.84,157752053.55,159040209.8,144246850.5,80301894.88129,148851800.36,114828056.46
20151021,377029493.6,183526668.76,334431504.29,138035367.6,167983099.74,634249654.56,87251886.06,199660414.14,41985441.11,95857423.76,95937899.05,206359464.08,270347818.78,93599302.14745,142493564.65,185816287.22,96573197.4,229502038.02,187996438.88,89804857.22,76608162.33,157473030,34450504.2,182386898.26,158329899.9,155940069.45,143133366.04,77786918.7,147251663.02,112625325.93
20151022,383659461.39,188094172.96,345605627.61,141140477.7,172289394.36,643950730.5,88872774.42,203078978.1,42714627.04,96499812.22,99416913.45,205557708.84,275609120.18,97460220,146493186.35,191149918.5,104418474.7,233680853.73,188829983.8,89764181.66,72593017.5,162333600,34954657.92,186574559.99,159691049.08,158046960.95,146828109.93,79457800.76,149124994.54,108525005.03
20151023,422320960.31,186136671.16,345980878.02,141718390.6047,171574812.72,663910415.48,89611970.76,208993636.38,43238917.75,97947908.24,99681916.5,209998199.4,277769022.86,97329017.30255,148943658.8,190879861.22,106038387.9,236195539.29,186906418.6,88489680.78,74685698.97,164693100,34942209.68,187672296.56,160012074.83,161448085.8,149156700,80297570.5,150393396.09,110537022.96
20151026,433344280.25,185266670.36,338642647.78,140719279.8,166930032.06,642724157.68,89264637.54,210241683.54,43100312.16,97425287.12,99681916.5,210676607.68,276744453.64,97797576.05255,149028157.85,191605640.16,105652245.8,236306481.3,186008754.84,89065917.88,74285185.77,163230210,35094700.62,188485434.76,160525716.03,159852867.95,147123900,80951201.38129,152559435.66,111118696.39
20151027,428871048.97,185353670.44,338100619.41,135038005.8,164917920.6,638654166.05,88062330.24,209699054.34,42419336.87,103609637.04,100877834.49495,215795506.52,277436730.14,97916283.85,150605473.45,192027604.66,105143668.4,235344983.88,184277546.16,88686286.09926,74104954.83,162663930,35293872.46,187712953.47,159832300.41,158347945.45,147632100,80648196.01,151271520.24,113826815.31
20151028,431187543.74,185875670.92,343062263.72,137947209.9,168848119.62,664969728.37,88454193.36,207582800.46,43371497.01,92493050.3,100483720.6,218632486.6,278239770.88,98759689.6,155196588.5,192989683.72,106368021.4,242223388.5,184790496.88,89004897.76074,74545519.35,163796490,35558397.56,188973317.68,158997633.46,164728816.85,149207520,82816884.04871,153905892.69,114217776.14
20151029,426235037.68,186136671.16,342853791.27,137672941.5,169036167.42,671994645.43,88213731.9,208966504.92,43371497.01,91328040.72,100008067.30505,214438689.96,280704275.22,98466059.45,154548762.45,194171184.32,106066642.2,241150949.07,185816398.32,88889657.12,74315224.26,160587570,35567733.74,188648062.4,158753653.89,161508282.7,148089480,82197874.19,153203393.37,114151026.73
20151030,420483740.32,184179514.75,344980210.26,135893008.8,170897840.64,666252054.5,87291736.61,207797365.74,42497259.66,92199075.92,99204537.57984,208579709.36,279544352.32,96796246.88713,153957269.1,191976968.92,105718172.5,237600804.75,183508120.08,88410658.08,72105861.96,159785340,34343282.91,190748766.24,158766494.92,158392898.3,146615700,81163312.5,151388603.46,112310650.14
20151102,425276488.12,183701126.4,355570610.72,136174340.7,178570190.88,675618610.58,88161017.19,208395891.8,43283275.56,94235120.7,99425618.90016,216227220.88,282698668.48,98464822.96,155224754.85,194171184.32,105586319.1,242371311.18,184694318.62,88518615.84,72775149.24,160965090,34641417.53,190341878.94,159755254.23,160359031.7,146209140,82106966.95129,146783330.14,113178392.47
20151103,432545488.95,183353207.6,362116645.65,137639206.8,184550110.92,683368320.67,88702100,209620149.65,43521991.5,96064294.62,99217930.56,215672159.56,282117610.24,97744438.75,155224754.85,195015113.32,105558064.8,243258847.26,186297289.62,88660303.65264,72863731.38,161908890,34586658.11,188999150.85,161360382.98,161342098.4,145396020,82544170.99,152013047.3,112196222.58
20151104,434542467.2,182526900.45,358489225.02,137396679.3,181973856.06,680190382,88994816.93,209647355.38,43405544.7,95247699.12,99284928.96,210553260.72,282062271.36,97842952.83,156407741.55,191149918.5,105859444,243517711.95,187130834.54,87958584.96,72903101.22,161153850,34705303.52,187737800.22,161000834.14,160359031.7,144684540,82959722.82129,152891171.45,109316462.32
20151105,434382708.94,184092535.05,353610969.69,135708687.9,177799194.9,674169024.52,89411716.8,207824571.47,43213407.48,93581844.3,99137532.48,210614934.2,283141379.52,97892216.02713,155055756.75,190727954,106283258.5,245699571.48,187900260.62,88970688.96,72765306.78,160446000,34671839.43,187981932.6,161437429.16,161312308.5,144481260,83119889.42,154666933.62,110832627.49
20151106,438696181.96,182483410.6,352193357.03,134117707.5,176821346.34,674949570.86,89411716.8,205593701.61,42992158.56,92188187.98,99117432.96,209258117.64,282006932.48,98058446.22287,153816437.35,195234534.86,106716491.1,253169666.82,188445270.76,88916710.08,73129477.8,159690960,34407168.9,186273005.94,161771295.94,166436171.3,144582900,86214917.07,153671726.25,109478568.03
20151109,432625368.08,180656836.9,341686345.55,131265584.1,173605728.96,672217658.67,88400512.86,205131204.2,41856802.26,90892523.12,97804264.32,207531260.2,279018632.96,96956326.11,152774282.4,196500428.36,106358603.3,249212735.13,187515547.58,88039553.28,72263341.32,157378650,34325029.77,184319946.9,159870823.5,165959532.9,143210760,85171693.63129,152286241.48,108954108.38
20151110,427433224.63,181657103.45,343354125.15,131420801.7,175316963.94,651031400.87,87531232.28,206137816.21,42171208.62,90946962.82,97248170.90016,208394688.92,280706468.8,97030211.67,153309443.05,198188286.36,106631728.2,250285174.56,188124676.56,87715680,72214129.02,156717990,34696176.95,183506172.3,160846741.78,166227642,142194360,85626212.51,155096238.76,110508416.07
20151111,428551532.45,182831329.4,340310427.38,130984252.2,173361266.82,647351682.41,87158683.46,206654725.08,41868446.94,89085125.08,97140986.85984,208086321.52,281840915.84,97929152.65,151309632.2,196669214.16,107225068.5,249064812.45,184598140.36,85974861.12,71761375.86,155066340,34796569.22,184401324.36,160140485.13,163546551,141381240,85444406.69,154510822.66,109221106.02
20151112,425915521.16,180830796.3,331095945.09,129063424.6989,168979753.08,645177303.32,88010223.62,203117980.18,39976186.44,87539037.6,95499512.66016,205927749.72,277441474.88,96235941.9,149366154.05,196145978.18,105586319.1,244072422,182578396.9,85003241.28,70846027.08,152895600,34166835.89,182407576.59,158984792.43,159256805.4,141432060,83444542.67,152813115.97,107580977.66
20151113,422081322.92,179960999.3,325633966.9,127811992.5,166760789.04,626332684.54,85579786.08,201213579.08,40540953.42,86199820.98,95533018.56,205187667.96,276362366.72,95835722.29287,149366154.05,193833612.72,103570845.7,242445272.52,180879247.64,82223328.96,70078315.2,151527090,34072528,179966252.79,154092360,158392898.3,133044030.59,82414309.69,152422838.57,106236453.83
20151116,429470142.445,182483410.6,337308424.1,129713417.8011,171969713.1,636563416.925,86777264.43,204859146.9,40983451.26,89106900.96,96759089.28,204509259.68,280070071.68,97411959.88713,151253299.5,195656499.36,104597418.6,245958436.17,185527863.54,83302906.56,70531068.36,151479900,34343282.91,183262039.92,155171006.52,159941973.1,135988156.41,83180491.36,153964434.3,108534540.66
20151117,423119751.61,181222204.95,333389142.04,129820129.9011,171179912.34,633859381.39,86528898.55,204233415.11,40401217.26,90337238.18,97871262.72,202720728.76,280844816,96685412.39,151281465.85,196010949.54,104484401.4,244553170.71,192100044.64,82709138.88,69989733.06,154028160,34297650.06,183424794.84,162028116.54,159346175.1,136089677.99,82492230.79871,153827837.21,109078071.57
20151118,430149115.05,183875085.8,336641312.26,131760349.9011,173398876.38,653930572.99,86670821.91,206491490.7,40942694.88,92090196.52,99345227.52,205434361.88,284082140.48,96907069.07,152746116.05,199403544.12,105981879.3,249434619.15,195338046.06,84868294.08,71013348.9,156482040,34887834.92,184645456.74,162490393.62,163784870.2,137663262.48,83829797.86,157008598.02,111805261.75
20151119,430868027.22,187484743.35,334806754.7,132652851.1011,170803816.74,662237816.18,87194164.3,207362074.06,40768024.68,90184807.02,99988418.85984,199143666.92,283584090.56,97516624.94,152886947.8,200365623.18,106707073,250211213.22,194600679.4,84868294.08,71594054.04,161861700,34991269.38,186191628.48,162901306.58,164023189.4,138932282.23,83557089.13,156403668.05,105492674.69
20151120,432865005.47,184527433.55,332680335.71,134360235,167381346.78,665136988.3,87123202.62,206273844.86,41420126.76,89096013.02,100095602.90016,198465258.64,283556421.12,97867581.35,152379953.5,202661110.06,107281577.1,249767445.18,192580935.94,89503723.65264,71279095.32,163560540,35237686.77,184686145.47,167203064.47103,163099702.5,139947498.03,82881810.37,156481723.53,107724012.11
20151123,432865005.47,186832395.6,334723365.72,134321440.3011,169261824.78,656495225.25,87007889.89,206681930.81,41350258.68,89183116.54,99385426.56,193223012.84,284358834.88,97682861.29287,152126456.35,201564002.36,107808990.7,247326720.96,193190064.92,89375537.30736,71101931.04,162711120,35176842.97,183058596.27,170143647.5,161699577.2,139236846.97,81894864.49,156325612.57,106951626.08
20151124,433344280.25,188571989.6,341394484.12,134457255.7011,171781665.3,662795349.28,86360364.56,207987805.85,41571507.6,90293686.42,99593114.90016,197170115.56,282338965.76,97128725.75,150633639.8,199082851.1,107630046.8,246956914.26,192100044.64,89409260.61264,70501540.98,162144840,35119041.36,183872370.87,171556173.64103,161401678.2,138424674.33,81669771.57,155701168.73,107933795.97
20151125,428871048.97,188571989.6,338767731.25,133875180,170879035.86,658056317.93,86280532.67,206491490.7,41623908.66,90805419.6,98775734.42016,202720728.76,282117610.24,97054840.19,151309632.2,200298108.86,107743064,247252759.62,193125946.08,90502339.68,70560595.74,162569550,34924341.2,182773775.16,172904456.10897,161103779.2,138272391.96,81877545.32129,155252349.72,109097142.83
20151127,430788148.09,187658702.75,338684342.27,134321440.3011,169938796.86,656829745.11,85863632.8,205947376.1,41466705.48,91654678.92,98454148.8,202227340.92,283252057.28,97276503.02713,151985624.6,194323091.54,107582956.3,248399160.39,192003866.38,90637286.88,70718075.1,162616740,34939552.15,184035125.79,173020051.06103,161491047.9,138678478.28,82448939.37,155798738.08,109030393.42
20151130,434143071.55,185353740.7,339945598.74,135252736.2,171867618.84,659561657.3,85198367.05,203607683.32,42299300.1,91227673.68,97449172.8,202305693.31,280125410.56,96408341.54,148085714.43,187586107.66,104825136.8,245457748.4,188637627.28,89685840,70511383.44,164079630,34854370.83,184930277.85,169743908.28,161133569.1,138323152.75,81050370.72,153788382.42,107424802.68
20151201,441092555.86,186527966.65,340903074.71,137057140.8,174050781.76,654209339.54,85774930.7,206600313.62,41664665.04,91184247.44,98983442.85984,207553170.86,283224387.84,96605363.54287,152443641.51,190760209.42,105091423.5,248881199.3,189118518.58,90384180,71062561.2,165589710,35192053.92,185459231.34,170441230.15119,163486971.2,139947498.03,82351309.78536,155540180.22,110808336.08
20151202,441012676.73,186006088.45,331161797.45,135524367,169853839.25,648299488.68,84488750.25,206192227.67,41356081.02,90446001.36,98460855.33984,203108248.7,282366635.2,95866514.1,150348484.26,188462292,104421115.6,245384125.8,187066715.7,89936693.22,70078315.2,164362770,34896961.49,182773775.16,169655156.61,161282518.6,139287607.76,81152735.09464,153846775.68,112123625.12
20151203,432944884.6,184657903.1,326416046.99,134767681.2,167218987.45,642278131.2,84000888.7,206056199.02,40546775.76,88958652.64,97522871.04,199959762.17,278880285.76,95053772.94,146912426.37,184974086.42,104118099.7,242218354,189278815.68,87543360,69310603.32,160634760,33856532.51,181308980.88,166003646.65119,159405754.9,136800329.05,78994467.2,152386944.18,109607420
20151204,446604215.83,188267560.65,328289369.54,136232537.5989,168837539.27,663631648.93,84914520.33,211742196.59,40744735.32,91868210.72,99492624,202490898.4,284856884.8,97418110.86,149845646.52,188859054.72,106698326,249911915.7,191266499.72,89719740,69979890.6,164858265,34699219.14,185988184.83,170568030.93,164112559.1,139490650.92,81037578.90536,156493936.8,112218935.92
20151207,445805424.53,187876152,319713715.2,135378850.5,164264189.36,659450150.68,85074184.11,213211306.01,39801516.24,92139624.72,99459124.8,201626607.98,285880654.08,97128725.75,149957388.24,188181251.74,106900336.6,246635710,193959491,89224806.78,69497610.06,165094215,34556236.21,187412290.38,169807289.65119,162057056,139541411.71,79118166.90536,154839461.1,110474748.28
20151208,445645666.27,187049844.85,310680137.57,133923685.5,162683278.28,659171384.13,83583988.83,211524550.75,38741850.36,90825980.96,97140986.85984,200824052.59,283390404.48,96537635.11287,149370744.21,185949461.44,107001341.9,242807334.8,191106202.62,89292600,68808637.86,163985250,34185089.03,185947496.1,169693193.04,159048276.1,137815544.85,78021965.12,153905168.94,110446155.04
20151209,439175456.74,185527700.1,314843076.57,132526727.1,164866441.2,644619770.22,83521897.36,211388522.1,38375042.94,90478571.04,96638498.85984,199342411.87,282643329.6,96082013.65,147554941.26,184279751.66,107047253.4,240966769.8,189567350.46,87353520,68759425.56,164268390,33780477.76,184564079.28,167233491.22119,157320461.9,135683591.67,77079324.82536,151588902.96,109655075.4
20151210,441491951.51,185962598.6,315092852.91,132691645.8,168065904.1,647686202.27,83264661.27,211633373.67,38648692.92,90565423.52,98092357.44,199774557.08,283999132.16,96987111.76,149985323.67,183105995.28,107616556,241518939.3,190945905.52,87217920,69005487.06,164079630,33765266.81,184401324.36,168044935.06119,156843823.5,135886634.83,77676470.96,152056049.04,110760680.68
20151211,431826576.78,183831595.95,309472885.26,130547712.4011,162683278.28,631015962.58,82759059.3,211606167.94,38095570.62,88708951.76,96893086.08,197922506.18,281342865.92,95330843.79,145683267.45,178609351.12,106588138.4,235849999.1,190304717.12,85624620,67775179.56,161720130,33391077.44,182366887.86,165382397.64,152256178.9,132790226.64,75309196.16,148143700.62,110541465.84
20151214,440453522.82,184614413.25,316508252.17,131867042.5989,168122365.21,627113230.88,82519563.63,212993660.17,38497312.08,89631759.36,95807712,198663326.54,282643329.6,97054840.19,145822944.6,180775014.3,106753419.8,236586225.1,193606837.38,86689080,67745652.18,162663930,33777435.57,184930277.85,167372958.13119,152226389,134465332.71,75240946.13464,149622996.54,110417561.8
20151215,440932797.6,187310783.95,330662244.77,133671447.1989,174577752.12,616018322.19,82723578.46,216775256.64,38864119.5,89143214.16,98172755.52,199157206.78,288121878.72,91205566.69,147778424.7,185420444.48,107368633.9,243322693,191202380.88,87197580,69044856.9,166014420,34431506.42,185337165.15,166460083.81119,156456554.8,136292721.15,77633813.09464,153029270.04,112095031.88
20151216,448361556.69,190659502.4,329496621.85,135126612.1989,175857537.28,620757353.54,84382307.73,220339207.27,39428886.48,91965919.76,99231330.24,201132727.74,291220856,92326164.35,150907192.86,188115124.62,108204223.2,248586708.9,193318302.6,88770533.22,69596034.66,166580700,34845244.26,189243283.23,168501372.22119,160567561,138247011.565,79425272.82536,155442858.12,113257823.64
20151217,444926754.1,189137357.65,324542724.44,132662542.5,170399629.98,607599572.38,83264661.27,218434806.17,37786986.6,90478571.04,97522871.04,199589351.99,286766076.16,91648886.20713,147107974.38,185172467.78,107892025,243985296.4,189086459.16,88289160,68473994.22,164740290,34458886.13,187575045.3,166536182.02881,157409831.6,135632830.88,77889738.96,153165520.98,113629535.76
20151218,432385730.69,184831862.5,321711925.92,130867829.2989,169025742.97,591152345.93,81907519.14,212558368.49,37909255.74,89577476.56,93516366.72,197490360.97,282089940.8,90460553.96,144258560.52,178080334.16,107120711.8,237064772,188669686.7,87136560,66800776.02,159808935,33503638.47,185377853.88,165192202.81119,152554077.9,133348595.33,74852806.90536,148552453.44,110388968.56
20151221,437977269.79,186049578.3,321628667.14,131449905,167952981.88,598400276.23,83034035.81,214789238.35,37984946.16,92161337.84,94400738.90016,200391907.38,281066171.52,90805353.24,144901075.41,176212243.02,108066488.7,241261260.2,190913846.1,88004400,67322426.4,161578560,33750055.86,186761270.7,166485454.11,154281892.1,135201364.165,75816774,150206929.14,111904410.28
20151222,442130984.55,188267560.65,323252213.35,133807262.5989,169891479.99,597842743.13,84151682.27,216557610.8,39830627.94,93377272.56,95392321.92,200762317.56,284192818.24,91722765.61,145543590.3,176460219.72,108094035.6,241776618.4,194087728.68,89394306.78,67765337.1,163890870,34218553.12,188551574.82,167208146.28,154937269.9,136495764.31,76797806.8,150615681.96,111933003.52
