Date,Adj Close
9/05/1994,444.140015
16/05/1994,454.920013
23/05/1994,457.329987
30/05/1994,460.130005
6/06/1994,458.670013
13/06/1994,458.450012
20/06/1994,442.799988
27/06/1994,446.200012
4/07/1994,449.549988
11/07/1994,454.160004
18/07/1994,453.109985
25/07/1994,458.26001
1/08/1994,457.089996
8/08/1994,461.940002
15/08/1994,463.679993
22/08/1994,473.799988
29/08/1994,470.98999
5/09/1994,468.179993
12/09/1994,471.190002
19/09/1994,459.670013
26/09/1994,462.709991
3/10/1994,455.100006
10/10/1994,469.100006
17/10/1994,464.890015
24/10/1994,473.769989
31/10/1994,462.279999
7/11/1994,462.350006
14/11/1994,461.470001
21/11/1994,452.290009
28/11/1994,453.299988
5/12/1994,446.959991
12/12/1994,458.799988
19/12/1994,459.829987
26/12/1994,459.269989
2/01/1995,460.679993
9/01/1995,465.970001
16/01/1995,464.779999
23/01/1995,470.390015
30/01/1995,478.649994
6/02/1995,481.459991
13/02/1995,481.970001
20/02/1995,488.109985
27/02/1995,485.420013
6/03/1995,489.570007
13/03/1995,495.519989
20/03/1995,500.970001
27/03/1995,500.709991
3/04/1995,506.420013
10/04/1995,509.230011
17/04/1995,508.48999
24/04/1995,514.710022
1/05/1995,520.119995
8/05/1995,525.549988
15/05/1995,519.190002
22/05/1995,523.650024
29/05/1995,532.51001
5/06/1995,527.940002
12/06/1995,539.830017
19/06/1995,549.710022
26/06/1995,544.75
3/07/1995,556.369995
10/07/1995,559.890015
17/07/1995,553.619995
24/07/1995,562.929993
31/07/1995,558.940002
7/08/1995,555.109985
14/08/1995,559.210022
21/08/1995,560.099976
28/08/1995,563.840027
4/09/1995,572.679993
11/09/1995,583.349976
18/09/1995,581.72998
25/09/1995,584.409973
2/10/1995,582.48999
9/10/1995,584.5
16/10/1995,587.460022
23/10/1995,579.700012
30/10/1995,590.570007
6/11/1995,592.719971
13/11/1995,600.070007
20/11/1995,599.969971
27/11/1995,606.97998
4/12/1995,617.47998
11/12/1995,616.340027
18/12/1995,611.950012
25/12/1995,615.929993
1/01/1996,616.710022
8/01/1996,601.809998
15/01/1996,611.830017
22/01/1996,621.619995
29/01/1996,635.840027
5/02/1996,656.369995
12/02/1996,647.97998
19/02/1996,659.080017
26/02/1996,644.369995
4/03/1996,633.5
11/03/1996,641.429993
18/03/1996,650.619995
25/03/1996,645.5
1/04/1996,655.859985
8/04/1996,636.710022
15/04/1996,645.070007
22/04/1996,653.460022
29/04/1996,641.630005
6/05/1996,652.090027
13/05/1996,668.909973
20/05/1996,678.51001
27/05/1996,669.119995
3/06/1996,673.309998
10/06/1996,665.849976
17/06/1996,666.840027
24/06/1996,670.630005
1/07/1996,657.440002
8/07/1996,646.190002
15/07/1996,638.72998
22/07/1996,635.900024
29/07/1996,662.48999
5/08/1996,662.099976
12/08/1996,665.210022
19/08/1996,667.030029
26/08/1996,651.98999
2/09/1996,655.679993
9/09/1996,680.539978
16/09/1996,687.030029
23/09/1996,686.190002
30/09/1996,701.460022
7/10/1996,700.659973
14/10/1996,710.820007
21/10/1996,700.919983
28/10/1996,703.77002
4/11/1996,730.820007
11/11/1996,737.619995
18/11/1996,748.72998
25/11/1996,757.02002
2/12/1996,739.599976
9/12/1996,728.640015
16/12/1996,748.869995
23/12/1996,756.789978
30/12/1996,748.030029
6/01/1997,759.5
13/01/1997,776.169983
20/01/1997,770.52002
27/01/1997,786.159973
3/02/1997,789.559998
10/02/1997,808.47998
17/02/1997,801.77002
24/02/1997,790.820007
3/03/1997,804.969971
10/03/1997,793.169983
17/03/1997,784.099976
24/03/1997,773.880005
31/03/1997,757.900024
7/04/1997,737.650024
14/04/1997,766.340027
21/04/1997,765.369995
28/04/1997,812.969971
5/05/1997,824.780029
12/05/1997,829.75
19/05/1997,847.030029
26/05/1997,848.280029
2/06/1997,858.01001
9/06/1997,893.27002
16/06/1997,898.700012
23/06/1997,887.299988
30/06/1997,916.919983
7/07/1997,916.679993
14/07/1997,915.299988
21/07/1997,938.789978
28/07/1997,947.140015
4/08/1997,933.539978
11/08/1997,900.809998
18/08/1997,923.539978
25/08/1997,899.469971
1/09/1997,929.049988
8/09/1997,923.909973
15/09/1997,950.51001
22/09/1997,945.219971
29/09/1997,965.030029
6/10/1997,966.97998
13/10/1997,944.159973
20/10/1997,941.640015
27/10/1997,914.619995
3/11/1997,927.51001
10/11/1997,928.349976
17/11/1997,963.090027
24/11/1997,955.400024
1/12/1997,983.789978
8/12/1997,953.390015
15/12/1997,946.780029
22/12/1997,936.460022
29/12/1997,975.039978
5/01/1998,927.690002
12/01/1998,961.51001
19/01/1998,957.590027
26/01/1998,980.280029
2/02/1998,1012.460022
9/02/1998,1020.090027
16/02/1998,1034.209961
23/02/1998,1049.339966
2/03/1998,1055.689941
9/03/1998,1068.609985
16/03/1998,1099.160034
23/03/1998,1095.439941
30/03/1998,1122.699951
6/04/1998,1110.670044
13/04/1998,1122.719971
20/04/1998,1107.900024
27/04/1998,1121
4/05/1998,1108.140015
11/05/1998,1108.72998
18/05/1998,1110.469971
25/05/1998,1090.819946
1/06/1998,1113.859985
8/06/1998,1098.839966
15/06/1998,1100.650024
22/06/1998,1133.199951
29/06/1998,1146.420044
6/07/1998,1164.329956
13/07/1998,1186.75
20/07/1998,1140.800049
27/07/1998,1120.670044
3/08/1998,1089.449951
10/08/1998,1062.75
17/08/1998,1081.23999
24/08/1998,1027.140015
31/08/1998,973.890015
7/09/1998,1009.059998
14/09/1998,1020.090027
21/09/1998,1044.75
28/09/1998,1002.599976
5/10/1998,984.390015
12/10/1998,1056.420044
19/10/1998,1070.670044
26/10/1998,1098.670044
2/11/1998,1141.01001
9/11/1998,1125.719971
16/11/1998,1163.550049
23/11/1998,1192.329956
30/11/1998,1176.73999
7/12/1998,1166.459961
14/12/1998,1188.030029
21/12/1998,1226.27002
28/12/1998,1229.22998
4/01/1999,1275.089966
11/01/1999,1243.26001
18/01/1999,1225.189941
25/01/1999,1279.640015
1/02/1999,1239.400024
8/02/1999,1230.130005
15/02/1999,1239.219971
22/02/1999,1238.329956
1/03/1999,1275.469971
8/03/1999,1294.589966
15/03/1999,1299.290039
22/03/1999,1282.800049
29/03/1999,1293.719971
5/04/1999,1348.349976
12/04/1999,1319
19/04/1999,1356.849976
26/04/1999,1335.180054
3/05/1999,1345
10/05/1999,1337.800049
17/05/1999,1330.290039
24/05/1999,1301.839966
31/05/1999,1327.75
7/06/1999,1293.640015
14/06/1999,1342.839966
21/06/1999,1315.310059
28/06/1999,1391.219971
5/07/1999,1403.280029
12/07/1999,1418.780029
19/07/1999,1356.939941
26/07/1999,1328.719971
2/08/1999,1300.290039
9/08/1999,1327.680054
16/08/1999,1336.609985
23/08/1999,1348.27002
30/08/1999,1357.23999
6/09/1999,1351.660034
13/09/1999,1335.420044
20/09/1999,1277.359985
27/09/1999,1282.810059
4/10/1999,1336.02002
11/10/1999,1247.410034
18/10/1999,1301.650024
25/10/1999,1362.930054
1/11/1999,1370.22998
8/11/1999,1396.060059
15/11/1999,1422
22/11/1999,1416.619995
29/11/1999,1433.300049
6/12/1999,1417.040039
13/12/1999,1421.030029
20/12/1999,1458.339966
27/12/1999,1469.25
3/01/2000,1441.469971
10/01/2000,1465.150024
17/01/2000,1441.359985
24/01/2000,1360.160034
31/01/2000,1424.369995
7/02/2000,1387.119995
14/02/2000,1346.089966
21/02/2000,1333.359985
28/02/2000,1409.170044
6/03/2000,1395.069946
13/03/2000,1464.469971
20/03/2000,1527.459961
27/03/2000,1498.579956
3/04/2000,1516.349976
10/04/2000,1356.560059
17/04/2000,1434.540039
24/04/2000,1452.430054
1/05/2000,1432.630005
8/05/2000,1420.959961
15/05/2000,1406.949951
22/05/2000,1378.02002
29/05/2000,1477.26001
5/06/2000,1456.949951
12/06/2000,1464.459961
19/06/2000,1441.47998
26/06/2000,1454.599976
3/07/2000,1478.900024
10/07/2000,1509.97998
17/07/2000,1480.189941
24/07/2000,1419.890015
31/07/2000,1462.930054
7/08/2000,1471.839966
14/08/2000,1491.719971
21/08/2000,1506.449951
28/08/2000,1520.77002
4/09/2000,1494.5
11/09/2000,1465.810059
18/09/2000,1448.719971
25/09/2000,1436.51001
2/10/2000,1408.98999
9/10/2000,1374.170044
16/10/2000,1396.930054
23/10/2000,1379.579956
30/10/2000,1426.689941
6/11/2000,1365.97998
13/11/2000,1367.719971
20/11/2000,1341.77002
27/11/2000,1315.22998
4/12/2000,1369.890015
11/12/2000,1312.150024
18/12/2000,1305.949951
25/12/2000,1320.280029
1/01/2001,1298.349976
8/01/2001,1318.550049
15/01/2001,1342.540039
22/01/2001,1354.949951
29/01/2001,1349.469971
5/02/2001,1314.76001
12/02/2001,1301.530029
19/02/2001,1245.859985
26/02/2001,1234.180054
5/03/2001,1233.420044
12/03/2001,1150.530029
19/03/2001,1139.829956
26/03/2001,1160.329956
2/04/2001,1128.430054
9/04/2001,1183.5
16/04/2001,1242.97998
23/04/2001,1253.050049
30/04/2001,1266.609985
7/05/2001,1245.670044
14/05/2001,1291.959961
21/05/2001,1277.890015
28/05/2001,1260.670044
4/06/2001,1264.959961
11/06/2001,1214.359985
18/06/2001,1225.349976
25/06/2001,1224.380005
2/07/2001,1190.589966
9/07/2001,1215.680054
16/07/2001,1210.849976
23/07/2001,1205.819946
30/07/2001,1214.349976
6/08/2001,1190.160034
13/08/2001,1161.969971
20/08/2001,1184.930054
27/08/2001,1133.579956
3/09/2001,1085.780029
10/09/2001,1092.540039
17/09/2001,965.799988
24/09/2001,1040.939941
1/10/2001,1071.380005
8/10/2001,1091.650024
15/10/2001,1073.47998
22/10/2001,1104.609985
29/10/2001,1087.199951
5/11/2001,1120.310059
12/11/2001,1138.650024
19/11/2001,1150.339966
26/11/2001,1139.449951
3/12/2001,1158.310059
10/12/2001,1123.089966
17/12/2001,1144.890015
24/12/2001,1161.02002
31/12/2001,1172.51001
7/01/2002,1145.599976
14/01/2002,1127.579956
21/01/2002,1133.280029
28/01/2002,1122.199951
4/02/2002,1096.219971
11/02/2002,1104.180054
18/02/2002,1089.839966
25/02/2002,1131.780029
4/03/2002,1164.310059
11/03/2002,1166.160034
18/03/2002,1148.699951
25/03/2002,1147.390015
1/04/2002,1122.72998
8/04/2002,1111.01001
15/04/2002,1125.170044
22/04/2002,1076.319946
29/04/2002,1073.430054
6/05/2002,1054.98999
13/05/2002,1106.589966
20/05/2002,1083.819946
27/05/2002,1067.140015
3/06/2002,1027.530029
10/06/2002,1007.27002
17/06/2002,989.140015
24/06/2002,989.820007
1/07/2002,989.030029
8/07/2002,921.390015
15/07/2002,847.75
22/07/2002,852.840027
29/07/2002,864.23999
5/08/2002,908.640015
12/08/2002,928.77002
19/08/2002,940.859985
26/08/2002,916.070007
2/09/2002,893.919983
9/09/2002,889.809998
16/09/2002,845.390015
23/09/2002,827.369995
30/09/2002,800.580017
7/10/2002,835.320007
14/10/2002,884.390015
21/10/2002,897.650024
28/10/2002,900.960022
4/11/2002,894.73999
11/11/2002,909.830017
18/11/2002,930.549988
25/11/2002,936.309998
2/12/2002,912.22998
9/12/2002,889.47998
16/12/2002,895.76001
23/12/2002,875.400024
30/12/2002,908.590027
6/01/2003,927.570007
13/01/2003,901.780029
20/01/2003,861.400024
27/01/2003,855.700012
3/02/2003,829.690002
10/02/2003,834.890015
17/02/2003,848.169983
24/02/2003,841.150024
3/03/2003,828.890015
10/03/2003,833.27002
17/03/2003,895.789978
24/03/2003,863.5
31/03/2003,878.849976
7/04/2003,868.299988
14/04/2003,893.580017
21/04/2003,898.809998
28/04/2003,930.080017
5/05/2003,933.409973
12/05/2003,944.299988
19/05/2003,933.219971
26/05/2003,963.590027
2/06/2003,987.76001
9/06/2003,988.609985
16/06/2003,995.690002
23/06/2003,976.219971
30/06/2003,985.700012
7/07/2003,998.140015
14/07/2003,993.320007
21/07/2003,998.679993
28/07/2003,980.150024
4/08/2003,977.590027
11/08/2003,990.669983
18/08/2003,993.059998
25/08/2003,1008.01001
1/09/2003,1021.390015
8/09/2003,1018.630005
15/09/2003,1036.300049
22/09/2003,996.849976
29/09/2003,1029.849976
6/10/2003,1038.060059
13/10/2003,1039.319946
20/10/2003,1028.910034
27/10/2003,1050.709961
3/11/2003,1053.209961
10/11/2003,1050.349976
17/11/2003,1035.280029
24/11/2003,1058.199951
1/12/2003,1061.5
8/12/2003,1074.140015
15/12/2003,1088.660034
22/12/2003,1095.890015
29/12/2003,1108.47998
5/01/2004,1121.859985
12/01/2004,1139.829956
19/01/2004,1141.550049
26/01/2004,1131.130005
2/02/2004,1142.76001
9/02/2004,1145.810059
16/02/2004,1144.109985
23/02/2004,1144.939941
1/03/2004,1156.859985
8/03/2004,1120.569946
15/03/2004,1109.780029
22/03/2004,1108.060059
29/03/2004,1141.810059
5/04/2004,1139.319946
12/04/2004,1134.609985
19/04/2004,1140.599976
26/04/2004,1107.300049
3/05/2004,1098.699951
10/05/2004,1095.699951
17/05/2004,1093.560059
24/05/2004,1120.680054
31/05/2004,1122.5
7/06/2004,1136.469971
14/06/2004,1135.02002
21/06/2004,1134.430054
28/06/2004,1125.380005
5/07/2004,1112.810059
12/07/2004,1101.390015
19/07/2004,1086.199951
26/07/2004,1101.719971
2/08/2004,1063.969971
9/08/2004,1064.800049
16/08/2004,1098.349976
23/08/2004,1107.77002
30/08/2004,1113.630005
6/09/2004,1123.920044
13/09/2004,1128.550049
20/09/2004,1110.109985
27/09/2004,1131.5
4/10/2004,1122.140015
11/10/2004,1108.199951
18/10/2004,1095.73999
25/10/2004,1130.199951
1/11/2004,1166.170044
8/11/2004,1184.170044
15/11/2004,1170.339966
22/11/2004,1182.650024
29/11/2004,1191.170044
6/12/2004,1188
13/12/2004,1194.199951
20/12/2004,1210.130005
27/12/2004,1211.920044
3/01/2005,1186.189941
10/01/2005,1184.52002
17/01/2005,1167.869995
24/01/2005,1171.359985
31/01/2005,1203.030029
7/02/2005,1205.300049
14/02/2005,1201.589966
21/02/2005,1211.369995
28/02/2005,1222.119995
7/03/2005,1200.079956
14/03/2005,1189.650024
21/03/2005,1171.420044
28/03/2005,1172.920044
4/04/2005,1181.199951
11/04/2005,1142.619995
18/04/2005,1152.119995
25/04/2005,1156.849976
2/05/2005,1171.349976
9/05/2005,1154.050049
16/05/2005,1189.280029
23/05/2005,1198.780029
30/05/2005,1196.02002
6/06/2005,1198.109985
13/06/2005,1216.959961
20/06/2005,1191.569946
27/06/2005,1194.439941
4/07/2005,1211.859985
11/07/2005,1227.920044
18/07/2005,1233.680054
25/07/2005,1234.180054
1/08/2005,1226.420044
8/08/2005,1230.390015
15/08/2005,1219.709961
22/08/2005,1205.099976
29/08/2005,1218.02002
5/09/2005,1241.47998
12/09/2005,1237.910034
19/09/2005,1215.290039
26/09/2005,1228.810059
3/10/2005,1195.900024
10/10/2005,1186.569946
17/10/2005,1179.589966
24/10/2005,1198.410034
31/10/2005,1220.140015
7/11/2005,1234.719971
14/11/2005,1248.27002
21/11/2005,1268.25
28/11/2005,1265.079956
5/12/2005,1259.369995
12/12/2005,1267.319946
19/12/2005,1268.660034
26/12/2005,1248.290039
2/01/2006,1285.449951
9/01/2006,1287.609985
16/01/2006,1261.48999
23/01/2006,1283.719971
30/01/2006,1264.030029
6/02/2006,1266.98999
13/02/2006,1287.23999
20/02/2006,1289.430054
27/02/2006,1287.22998
6/03/2006,1281.420044
13/03/2006,1307.25
20/03/2006,1302.949951
27/03/2006,1294.869995
3/04/2006,1295.5
10/04/2006,1289.119995
17/04/2006,1311.280029
24/04/2006,1310.609985
1/05/2006,1325.76001
8/05/2006,1291.23999
15/05/2006,1267.030029
22/05/2006,1280.160034
29/05/2006,1288.219971
5/06/2006,1252.300049
12/06/2006,1251.540039
19/06/2006,1244.5
26/06/2006,1270.199951
3/07/2006,1265.47998
10/07/2006,1236.199951
17/07/2006,1240.290039
24/07/2006,1278.550049
31/07/2006,1279.359985
7/08/2006,1266.73999
14/08/2006,1302.300049
21/08/2006,1295.089966
28/08/2006,1311.01001
4/09/2006,1298.920044
11/09/2006,1319.660034
18/09/2006,1314.780029
25/09/2006,1335.849976
2/10/2006,1349.589966
9/10/2006,1365.619995
16/10/2006,1368.599976
23/10/2006,1377.339966
30/10/2006,1364.300049
6/11/2006,1380.900024
13/11/2006,1401.199951
20/11/2006,1400.949951
27/11/2006,1396.709961
4/12/2006,1409.839966
11/12/2006,1427.089966
18/12/2006,1410.76001
25/12/2006,1418.300049
1/01/2007,1409.709961
8/01/2007,1430.72998
15/01/2007,1430.5
22/01/2007,1422.180054
29/01/2007,1448.390015
5/02/2007,1438.060059
12/02/2007,1455.540039
19/02/2007,1451.189941
26/02/2007,1387.170044
5/03/2007,1402.839966
12/03/2007,1386.949951
19/03/2007,1436.109985
26/03/2007,1420.859985
2/04/2007,1443.76001
9/04/2007,1452.849976
16/04/2007,1484.349976
23/04/2007,1494.069946
30/04/2007,1505.619995
7/05/2007,1505.849976
14/05/2007,1522.75
21/05/2007,1515.72998
28/05/2007,1536.339966
4/06/2007,1507.670044
11/06/2007,1532.910034
18/06/2007,1502.560059
25/06/2007,1503.349976
2/07/2007,1530.439941
9/07/2007,1552.5
16/07/2007,1534.099976
23/07/2007,1458.949951
30/07/2007,1433.060059
6/08/2007,1453.640015
13/08/2007,1445.939941
20/08/2007,1479.369995
27/08/2007,1473.98999
3/09/2007,1453.550049
10/09/2007,1484.25
17/09/2007,1525.75
24/09/2007,1526.75
1/10/2007,1557.589966
8/10/2007,1561.800049
15/10/2007,1500.630005
22/10/2007,1535.280029
29/10/2007,1509.650024
5/11/2007,1453.699951
12/11/2007,1458.73999
19/11/2007,1440.699951
26/11/2007,1481.140015
3/12/2007,1504.660034
10/12/2007,1467.949951
17/12/2007,1484.459961
24/12/2007,1478.48999
31/12/2007,1411.630005
7/01/2008,1401.02002
14/01/2008,1325.189941
21/01/2008,1330.609985
28/01/2008,1395.420044
4/02/2008,1331.290039
11/02/2008,1349.98999
18/02/2008,1353.109985
25/02/2008,1330.630005
3/03/2008,1293.369995
10/03/2008,1288.140015
17/03/2008,1329.51001
24/03/2008,1315.219971
31/03/2008,1370.400024
7/04/2008,1332.829956
14/04/2008,1390.329956
21/04/2008,1397.839966
28/04/2008,1413.900024
5/05/2008,1388.280029
12/05/2008,1425.349976
19/05/2008,1375.930054
26/05/2008,1400.380005
2/06/2008,1360.680054
9/06/2008,1360.030029
16/06/2008,1317.930054
23/06/2008,1278.380005
30/06/2008,1262.900024
7/07/2008,1239.48999
14/07/2008,1260.680054
21/07/2008,1257.76001
28/07/2008,1260.310059
4/08/2008,1296.319946
11/08/2008,1298.199951
18/08/2008,1292.199951
25/08/2008,1282.829956
1/09/2008,1242.310059
8/09/2008,1251.699951
15/09/2008,1255.079956
22/09/2008,1213.27002
29/09/2008,1099.22998
6/10/2008,899.219971
13/10/2008,940.549988
20/10/2008,876.77002
27/10/2008,968.75
3/11/2008,930.98999
10/11/2008,873.289978
17/11/2008,800.030029
24/11/2008,896.23999
1/12/2008,876.070007
8/12/2008,879.72998
15/12/2008,887.880005
22/12/2008,872.799988
29/12/2008,931.799988
5/01/2009,890.349976
12/01/2009,850.119995
19/01/2009,831.950012
26/01/2009,825.880005
2/02/2009,868.599976
9/02/2009,826.840027
16/02/2009,770.049988
23/02/2009,735.090027
2/03/2009,683.380005
9/03/2009,756.549988
16/03/2009,768.539978
23/03/2009,815.940002
30/03/2009,842.5
6/04/2009,856.559998
13/04/2009,869.599976
20/04/2009,866.22998
27/04/2009,877.52002
4/05/2009,929.22998
11/05/2009,882.880005
18/05/2009,887
25/05/2009,919.140015
1/06/2009,940.090027
8/06/2009,946.210022
15/06/2009,921.22998
22/06/2009,918.900024
29/06/2009,896.419983
6/07/2009,879.130005
13/07/2009,940.380005
20/07/2009,979.26001
27/07/2009,987.47998
3/08/2009,1010.47998
10/08/2009,1004.090027
17/08/2009,1026.130005
