Date,Open,High,Low,Close,Adj Close,Volume
31/08/91,6.7869,6.7869,6.7869,6.7869,2.126211,0
30/09/91,7.50763,7.50763,7.50763,7.50763,2.352003,0
31/10/91,7.40753,7.40753,7.40753,7.40753,2.320643,0
30/11/91,7.868,7.868,7.868,7.868,2.4649,0
31/12/91,7.32745,7.32745,7.32745,7.32745,2.295555,0
31/01/92,7.44757,7.44757,7.44757,7.44757,2.333186,0
29/02/92,7.35748,7.35748,7.35748,7.35748,2.304964,0
31/03/92,7.56769,7.56769,7.56769,7.56769,2.370818,0
30/04/92,7.68782,7.68782,7.68782,7.68782,2.408453,0
31/05/92,7.16729,7.16729,7.16729,7.16729,2.245381,0
30/06/92,7.20733,7.20733,7.20733,7.20733,2.257924,0
31/07/92,6.86698,6.86698,6.86698,6.86698,2.151298,0
31/08/92,6.15626,6.15626,6.15626,6.15626,1.928643,0
30/09/92,5.86596,5.86596,5.86596,5.86596,1.837698,0
31/10/92,6.06617,6.06617,6.06617,6.06617,1.964232,0
30/11/92,6.06617,6.06617,6.06617,6.06617,1.964232,0
31/12/92,6.00611,6.00611,6.00611,6.00611,1.944784,0
31/01/93,6.73685,6.73685,6.73685,6.73685,2.181399,0
28/02/93,7.80794,7.80794,7.80794,7.80794,2.528219,0
31/03/93,8.18832,8.18832,8.18832,8.18832,2.651386,0
30/04/93,8.34849,8.34849,8.34849,8.34849,2.70325,0
31/05/93,8.69884,8.69884,8.69884,8.69884,2.816693,0
30/06/93,8.9491,8.9491,8.9491,8.9491,2.897729,0
31/07/93,9.60977,9.60977,9.60977,9.60977,3.111654,0
31/08/93,9.20936,9.20936,9.20936,9.20936,2.982001,0
30/09/93,10.1103,10.1103,10.1103,10.1103,3.273725,0
31/10/93,9.42959,9.42959,9.42959,9.42959,3.053311,0
30/11/93,9.55972,9.55972,9.55972,9.55972,3.095447,0
31/12/93,9.76993,9.76993,9.76993,9.76993,3.163513,0
31/01/94,9.22938,9.22938,9.22938,9.22938,2.988481,0
28/02/94,8.33848,8.33848,8.33848,8.33848,2.700008,0
31/03/94,8.23838,8.23838,8.23838,8.23838,2.667596,0
30/04/94,8.08822,8.08822,8.08822,8.08822,2.618973,0
31/05/94,7.77791,7.77791,7.77791,7.77791,2.518495,0
30/06/94,8.02816,8.02816,8.02816,8.02816,2.599526,0
31/07/94,7.65779,7.65779,7.65779,7.65779,2.479601,0
31/08/94,7.44757,7.44757,7.44757,7.44757,2.411531,0
30/09/94,7.45758,7.45758,7.45758,7.45758,2.414772,0
31/10/94,7.36749,7.36749,7.36749,7.36749,2.385601,0
30/11/94,7.95809,7.95809,7.95809,7.95809,2.576837,0
31/12/94,8.2584,8.2584,8.2584,8.2584,2.674078,0
31/01/95,9.01917,9.01917,9.01917,9.01917,2.920417,0
28/02/95,8.95911,8.95911,8.95911,8.95911,2.90097,0
31/03/95,9.41958,9.41958,9.41958,9.41958,3.05007,0
30/04/95,9.17933,9.17933,9.17933,9.17933,3.09671,0
31/05/95,9.3395,9.3395,9.3395,9.3395,3.150746,0
30/06/95,9.3395,9.3395,9.3395,9.3395,3.150746,0
31/07/95,9.82999,9.82999,9.82999,9.82999,3.316215,0
31/08/95,10.2504,10.2504,10.2504,10.2504,3.458043,0
30/09/95,10.0102,10.0102,10.0102,10.0102,3.377011,0
31/10/95,10.4907,10.4907,10.4907,10.4907,3.53911,0
30/11/95,10.821,10.821,10.821,10.821,3.650539,0
31/12/95,11.7119,11.7119,11.7119,11.7119,3.95109,0
31/01/96,10.831,10.831,10.831,10.831,3.653913,0
29/02/96,10.0002,10.0002,10.0002,10.0002,3.373637,0
31/03/96,10.4606,10.4606,10.4606,10.4606,3.528955,0
30/04/96,10.145,10.145,10.145,10.145,3.422486,0
31/05/96,10.4036,10.4036,10.4036,10.4036,3.509726,0
30/06/96,10.3738,10.3738,10.3738,10.3738,3.499675,0
31/07/96,10.8413,10.8413,10.8413,10.8413,3.657387,0
31/08/96,11.5574,11.5574,11.5574,11.5574,3.898969,0
30/09/96,11.7861,11.7861,11.7861,11.7861,3.976123,0
31/10/96,11.9154,11.9154,11.9154,11.9154,4.019742,0
30/11/96,11.9751,11.9751,11.9751,11.9751,4.039882,0
31/12/96,12.6912,12.6912,12.6912,12.6912,4.281464,0
31/01/97,12.7509,12.7509,12.7509,12.7509,4.301603,0
28/02/97,12.6813,12.6813,12.6813,12.6813,4.278124,0
31/03/97,13.845,13.845,13.845,13.845,4.670706,0
30/04/97,14.0389,14.0389,14.0389,14.0389,4.73612,0
31/05/97,15.9138,15.9138,15.9138,15.9138,5.368631,0
30/06/97,16.560301,16.560301,16.560301,16.560301,5.586733,0
31/07/97,14.959,14.959,14.959,14.959,5.046521,0
31/08/97,16.9482,16.9482,16.9482,16.9482,5.717593,0
30/09/97,16.2619,16.2619,16.2619,16.2619,5.486064,0
31/10/97,17.2565,17.2565,17.2565,17.2565,5.821599,0
30/11/97,17.505199,17.505199,17.505199,17.505199,5.9055,0
31/12/97,18.1516,18.1516,18.1516,18.1516,6.123567,0
31/01/98,18.1516,18.1516,18.1516,18.1516,6.123567,0
28/02/98,17.833401,17.833401,17.833401,17.833401,6.01622,0
31/03/98,18.3008,18.3008,18.3008,18.3008,6.173901,0
30/04/98,18.6887,18.6887,18.6887,18.6887,6.30476,0
31/05/98,18.738501,18.738501,18.738501,18.738501,6.321561,0
30/06/98,20.439301,20.439301,20.439301,20.439301,6.895339,0
31/07/98,18.4998,18.4998,18.4998,18.4998,6.241035,0
31/08/98,19.8524,19.8524,19.8524,19.8524,6.697346,0
30/09/98,19.782801,19.782801,19.782801,19.782801,6.673864,0
31/10/98,21.831699,21.831699,21.831699,21.831699,7.365077,0
30/11/98,23.0252,23.0252,23.0252,23.0252,7.76771,0
31/12/98,23.443001,23.9303,21.782,23.7931,8.026764,30572886
31/01/99,24.1691,25.462,23.592199,24.069599,8.120045,38381267
28/02/99,24.318199,26.6059,24.1322,25.7495,8.858729,36567960
31/03/99,26.0389,28.607,25.650999,27.366699,9.415101,34512637
30/04/99,27.236401,27.236401,23.870701,25.0145,8.605863,35467933
31/05/99,25.660999,25.660999,23.7215,23.920401,8.229456,37868732
30/06/99,24.5669,25.0145,23.3734,23.99,8.2534,47813902
31/07/99,23.920401,24.855301,22.995399,24.5231,8.436803,41517301
31/08/99,24.775801,24.775801,22.478201,24.019899,8.498665,32898506
30/09/99,24.019899,25.8599,23.8209,25.561501,9.044112,40360177
31/10/99,25.6898,27.3319,25.3626,25.8002,9.128567,34122256
30/11/99,25.8102,26.237801,25.094,26.0886,9.230608,23975207
31/12/99,26.0588,26.4069,24.666401,25.9594,9.184893,35285769
31/01/00,25.9594,27.351801,24.805599,24.8573,8.794952,38937004
29/02/00,24.865299,25.849899,22.2395,22.418501,8.107962,45924004
31/03/00,22.418501,26.4865,22.418501,25.939501,9.381374,47580644
30/04/00,25.741501,28.097799,25.064199,27.7307,10.029191,60404013
31/05/00,27.2523,27.6999,25.9594,27.5408,9.960512,56615739
30/06/00,27.152901,28.097799,26.924101,27.6462,9.998631,57960895
31/07/00,27.695,29.738899,27.2623,27.5338,9.957977,39563418
31/08/00,27.6999,27.8491,26.0389,27.4513,9.928143,37300691
30/09/00,27.3757,29.052601,27.1728,28.5543,10.602142,47411170
31/10/00,28.634899,32.086201,28.634899,31.5222,11.704118,44405429
30/11/00,31.4993,31.917101,29.738899,30.737499,11.412758,47596108
31/12/00,31.181101,32.205502,29.738899,31.8276,11.817511,49055858
31/01/01,31.797701,31.946899,28.6448,30.0273,11.149061,58246348
28/02/01,29.987499,31.549101,27.1628,28.4459,10.785286,65234478
31/03/01,28.6537,29.589701,27.7994,28.684601,10.875792,61634778
30/04/01,28.725401,31.151199,28.1276,31.0319,11.765769,49921264
31/05/01,31.194,33.966,30.6838,33.966,12.878232,59319779
30/06/01,33.3195,33.4189,29.341,29.341,11.124665,72691873
31/07/01,29.3908,31.5093,29.187901,29.187901,11.066616,76850460
31/08/01,29.2495,29.7787,24.6166,25.9594,10.092882,63549054
30/09/01,26.218,29.6394,26.1185,29.6394,11.523644,64561091
31/10/01,29.629499,31.0816,28.247,28.4459,11.059617,57832113
30/11/01,28.6448,30.1964,27.8491,29.7787,11.577801,52029604
31/12/01,29.738899,32.822201,29.341,32.563599,12.660555,81089640
31/01/02,32.643101,33.5084,31.2805,32.183601,12.512819,90559130
28/02/02,32.225399,32.305,30.474899,31.8673,12.650588,63712037
31/03/02,31.8176,32.842098,30.8827,32.673,12.970435,61159151
30/04/02,32.643101,33.588001,31.8773,33.3195,13.22708,64974047
31/05/02,33.3195,34.751701,32.702801,32.752499,13.001993,67705444
30/06/02,32.513802,32.573502,28.8636,31.002001,12.307084,108219880
31/07/02,31.0816,32.314899,29.589701,30.7036,12.188625,70774551
31/08/02,30.803101,32.285099,29.738899,29.9776,12.213427,68655546
30/09/02,29.9179,30.435101,27.7994,30.2362,12.318781,76807081
31/10/02,30.216299,30.216299,26.357201,27.0037,11.001801,109821128
30/11/02,26.9142,27.580601,26.7153,26.8545,10.941015,49911261
31/12/02,26.954,27.928699,25.5516,25.770399,10.49933,67300070
31/01/03,25.9594,26.7948,23.691601,24.407801,9.944187,93628864
28/02/03,24.4177,26.0688,22.9258,25.909599,10.855485,82212835
31/03/03,25.6709,27.749599,25.6709,27.073299,11.343045,61404061
30/04/03,27.033501,28.316601,26.1185,28.087799,11.768092,62327576
31/05/03,28.2967,30.455,28.2967,29.3908,12.31402,71676425
30/06/03,29.4405,30.126801,28.744301,29.6891,12.439001,71653424
31/07/03,29.788601,29.9776,27.868999,27.8988,11.688909,75667202
31/08/03,27.8988,28.943199,27.132999,27.550699,11.885166,74570952
30/09/03,27.550699,28.485701,27.093201,27.351801,11.799367,55516852
31/10/03,27.4314,27.978399,26.8545,27.4513,11.842287,51763320
30/11/03,27.411501,29.420601,26.934099,29.2913,12.636054,48640605
31/12/03,29.2913,30.862801,29.0427,30.3456,13.09087,69408023
31/01/04,30.3456,32.076199,30.1467,31.5093,13.592879,95656554
29/02/04,31.5292,33.249901,31.379999,33.120499,14.649295,60852817
31/03/04,33.210098,33.359299,30.862801,31.0816,13.747486,51197185
30/04/04,30.9921,32.911701,30.4848,32.374599,14.31938,58202404
31/05/04,32.324902,33.299599,32.225399,32.4044,14.332561,62630088
30/06/04,32.424301,32.742599,30.634001,31.0518,13.734303,87036964
31/07/04,31.151199,31.559,28.634899,30.0373,13.285584,88041995
31/08/04,30.1367,30.5744,28.943199,30.0273,13.747584,58524445
30/09/04,30.1367,32.056301,29.9676,31.927,14.617336,71914261
31/10/04,32.066299,32.205502,31.1612,31.2407,14.303119,51363271
30/11/04,31.1413,32.026501,30.892599,31.927,14.617336,48699914
31/12/04,31.927,33.4687,31.747999,33.339401,15.263985,57774416
31/01/05,33.528301,37.039299,33.3792,36.034801,16.498032,105891832
28/02/05,35.9552,36.581799,34.015701,34.771599,16.300301,51287390
31/03/05,34.861099,36.651402,34.562698,36.144199,16.94375,51065901
30/04/05,36.084499,37.646,35.4977,36.8503,17.274761,53232755
31/05/05,36.900101,38.312401,36.860298,37.745499,17.694412,63592827
30/06/05,37.5466,39.068298,37.307899,38.849499,18.211945,55648992
31/07/05,38.640598,39.426399,36.422699,37.198502,17.437986,105035562
31/08/05,37.278,38.680401,37.009499,38.202999,18.451664,66952008
30/09/05,38.202999,38.670502,36.611599,38.670502,18.677469,60491303
31/10/05,38.730202,42.071999,38.5909,41.574699,20.080162,60648488
30/11/05,41.326099,42.748402,39.933601,42.5196,20.536541,53276075
31/12/05,42.5196,44.558601,42.3307,44.409401,21.449291,58018750
31/01/06,44.409401,44.618301,42.7882,44.608299,21.545362,50705885
28/02/06,44.409401,45.3344,42.987099,45.055901,22.239346,61002261
31/03/06,44.7575,46.935699,44.5387,46.7467,23.073914,43286714
30/04/06,46.647301,47.154499,42.9473,42.9473,21.198553,56387344
31/05/06,43.305401,44.737598,40.779099,44.1707,21.802414,72881400
30/06/06,44.1707,45.453701,42.748402,44.558601,21.993883,60381641
31/07/06,44.866901,46.726799,44.061298,45.473598,22.44552,56751194
31/08/06,45.632801,46.547798,44.061298,45.503502,23.120827,50554877
30/09/06,45.453701,47.900501,45.354301,47.443001,24.1063,51139603
31/10/06,47.4529,48.5868,46.5975,47.1744,23.969826,50173316
30/11/06,47.1446,49.521702,46.319,49.213402,25.005863,49064080
31/12/06,49.213402,50.237801,48.139198,49.770302,25.288832,44138545
31/01/07,50.078701,51.948502,49.2332,49.6908,25.248434,55100223
28/02/07,49.820099,50.287498,48.686199,49.989201,25.945208,70835111
31/03/07,49.790199,53.440498,49.332699,52.4757,27.235748,54758115
30/04/07,52.565201,55.857399,52.227001,55.101501,28.598574,53971264
31/05/07,55.5093,55.568901,52.9133,54.952301,28.521143,63043177
30/06/07,55.001999,56.722698,53.6394,53.967602,28.010065,74414021
31/07/07,53.728901,55.220798,49.342701,54.852798,28.469488,82048414
31/08/07,55.151199,56.722698,53.470299,56.086102,29.964628,70233698
30/09/07,56.056301,61.566399,56.056301,61.168598,32.680004,75996280
31/10/07,61.616199,61.825001,56.364601,59.328602,31.696972,80551966
30/11/07,59.6269,61.2183,57.090698,58.781502,31.404676,67644097
31/12/07,58.781502,59.179401,47.323601,49.133801,26.250284,116276231
31/01/08,49.84,52.2071,41.405701,41.903,22.387152,145443944
29/02/08,40.182301,42.967201,36.780701,41.584702,22.774992,137990554
31/03/08,42.310799,45.483601,39.834202,44.608299,24.430944,82072194
30/04/08,44.3298,45.891399,41.0774,42.0919,23.052769,79136625
31/05/08,42.171501,43.4347,37.954399,39.953499,21.881618,115133215
30/06/08,39.963501,46.4384,38.0737,39.535801,21.652847,152771487
31/07/08,39.287102,45.135502,38.8992,42.171501,23.096365,112369507
31/08/08,41.8731,45.254799,38.909199,42.390301,24.063248,114956471
30/09/08,43.912102,45.573101,38.799801,40.082802,22.753374,108495006
31/10/08,40.381199,41.922901,27.6999,33.9063,19.247225,129588324
30/11/08,34.1152,34.1152,25.6112,28.744301,16.316973,145971844
31/12/08,28.744301,29.4007,23.900499,26.754999,15.187725,88739194
31/01/09,26.4368,31.230801,26.1682,29.6394,16.825085,98885323
28/02/09,28.893499,36.6017,26.2876,34.5429,20.344719,131442875
31/03/09,34.552799,37.665901,34.065399,34.920799,20.567289,80283126
30/04/09,34.572701,37.248199,33.767101,34.9506,20.584839,77362622
31/05/09,35.298801,39.585499,34.861099,38.789799,22.846014,110117979
30/06/09,38.690399,42.619099,36.004902,42.569401,25.072084,99380006
31/07/09,42.7285,48.208801,42.7285,45.752102,26.946596,125894528
31/08/09,45.583,52.087799,44.429298,51.4711,31.079155,108410050
30/09/09,51.2225,55.936901,49.123901,51.968399,31.379436,111486753
31/10/09,50.526199,55.648499,50.0289,52.515499,31.709785,100028992
30/11/09,52.416,54.842899,50.983799,54.554401,32.940918,81586049
31/12/09,54.275902,58.334,52.714401,52.9431,31.967979,78702649
31/01/10,52.9133,54.445,50.7351,53.629398,32.38237,98175540
28/02/10,53.927799,57.1404,53.2216,55.986698,34.604027,96794818
31/03/10,56.046299,59.676701,55.926998,58.194698,35.968739,76285307
30/04/10,57.985802,59.119701,48.179001,51.093201,31.579473,140912309
31/05/10,50.844501,53.191799,47.800999,48.377899,29.901217,97471752
30/06/10,47.950199,52.7542,46.796501,52.276798,32.311024,96951669
31/07/10,52.614899,53.907902,47.811001,50.0289,30.921654,137518542
31/08/10,50.416801,53.8582,50.377102,50.894199,32.536751,112036957
30/09/10,51.132999,51.749599,48.6166,48.636501,31.093397,97199010
31/10/10,48.885101,50.2677,47.194302,48.1591,30.788197,123565352
30/11/10,47.4827,51.182701,47.4529,50.496399,32.282433,79622261
